Utility Level Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2014,1,AL,99999,State Adjustment,Final,0.053,.,.,.,0.053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,AR,814,Entergy Arkansas Inc,Final,0.400,0.190,.,.,0.590,96,16,.,.,112,.,.,.,.,0.000,0.002,0.057,.,.,0.059,1,4,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.402,0.247,0.000,0.000,0.649,97,20,0,0,117,0.000,0.000,0.000,0.000,0.000
2014,1,AR,817,Arkansas Valley Elec Coop Corp,Final,0.079,.,.,.,0.079,14,.,.,.,14,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.084,0.000,0.000,0.000,0.084,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2014,1,AR,3093,Carroll Electric Coop Corp - (AR),Final,0.241,.,.,.,0.241,54,.,.,.,54,.,.,.,.,0.000,0.015,.,.,.,0.015,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.256,0.000,0.000,0.000,0.256,56,0,0,0,56,0.000,0.000,0.000,0.000,0.000
2014,1,AR,5860,Empire District Electric Co,Final,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.008,0.000,0.000,0.000,0.008,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2014,1,AR,6342,First Electric Coop Corp,Final,0.133,0.000,0.000,0.000,0.133,27,0,0,0,27,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.010,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.143,28,0,0,0,28,0.000,0.000,0.000,0.000,0.000
2014,1,AR,14063,Oklahoma Gas & Electric Co,Final,0.052,0.030,0.000,0.000,0.082,9,3,0,0,12,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.005,1,1,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.056,0.031,0.000,0.000,0.087,10,4,0,0,14,0.000,0.000,0.000,0.000,0.000
2014,1,AR,17698,Southwestern Electric Power Co,Final,0.034,0.072,0.000,0.000,0.106,11,10,0,0,21,1.000,0.000,0.000,0.000,1.000,0.000,0.004,0.000,0.000,0.004,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.034,0.076,0.000,0.000,0.110,11,12,0,0,23,1.000,0.000,0.000,0.000,1.000
2014,1,AR,99999,State Adjustment,Final,0.557,1.238,.,.,1.795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,AZ,176,Ajo Improvement Co,Final,.,0.033,.,.,0.033,.,3,.,.,3,.,0.989,.,.,0.989,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,0.989,0.000,0.000,0.989
2014,1,AZ,803,Arizona Public Service Co,Final,133.680,181.720,0.000,0.000,315.400,"23,023",975,0,0,"23,998",0.000,0.000,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,133.680,181.720,0.000,0.000,315.400,"23,023",975,0,0,"23,998",0.000,0.000,0.000,0.000,0.000
2014,1,AZ,12919,Morenci Water and Electric,Final,.,0.033,.,.,0.033,.,3,.,.,3,.,1.581,.,.,1.581,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.033,0.000,0.000,0.033,0,3,0,0,3,0.000,1.581,0.000,0.000,1.581
2014,1,AZ,16572,Salt River Project,Final,45.451,13.768,1.664,0.000,60.883,"7,873",267,41,0,"8,181",0.000,984.700,27.600,0.000,"1,012.300",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,45.451,13.768,1.664,0.000,60.883,"7,873",267,41,0,"8,181",0.000,984.700,27.600,0.000,"1,012.300"
2014,1,AZ,19189,Trico Electric Cooperative Inc,Final,3.433,1.570,.,.,5.003,532,15,.,.,547,258.180,29.290,.,.,287.470,0.002,.,.,.,0.002,1,.,.,.,1,0.068,.,.,.,0.068,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.435,1.570,0.000,0.000,5.005,533,15,0,0,548,258.248,29.290,0.000,0.000,287.538
2014,1,AZ,19728,"UNS Electric, Inc",Final,6.200,1.491,0.320,.,8.011,781,71,8,.,860,512.473,103.520,9.085,.,625.078,0.282,0.006,.,.,0.288,94,3,.,.,97,15.026,0.045,.,.,15.071,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.482,1.497,0.320,0.000,8.299,875,74,8,0,957,527.499,103.565,9.085,0.000,640.149
2014,1,AZ,21538,"Mohave Electric Cooperative, I",Final,1.683,1.365,.,.,3.048,253,57,.,.,310,97.869,32.040,.,.,129.909,0.055,.,.,.,0.055,25,.,.,.,25,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.738,1.365,0.000,0.000,3.103,278,57,0,0,335,97.869,32.040,0.000,0.000,129.909
2014,1,AZ,24211,Tucson Electric Power Co,Final,25.645,0.623,30.488,.,56.756,"3,903",48,169,.,"4,120","2,180.890",49.698,"2,985.369",.,"5,215.957",.,.,0.240,.,0.240,.,.,1,.,1,.,.,0.000,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,25.645,0.623,30.728,0.000,56.996,"3,903",48,170,0,"4,121","2,180.890",49.698,"2,985.369",0.000,"5,215.957"
2014,1,AZ,99999,State Adjustment,Final,6.524,3.401,.,.,9.925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,CA,9216,Imperial Irrigation District,Final,3.925,11.256,.,.,15.181,693,105,.,.,798,10.260,1.820,.,.,12.080,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,3.927,13.386,0.000,0.000,17.313,694,110,0,0,804,10.260,1.820,0.000,0.000,12.080
2014,1,CA,11208,Los Angeles Department of Water & Power,Final,52.441,46.200,.,.,98.641,"10,993",525,.,.,"11,518",21.142,12.488,.,.,33.630,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,52.441,46.200,0.000,0.000,98.641,"10,993",525,0,0,"11,518",21.142,12.488,0.000,0.000,33.630
2014,1,CA,12745,Modesto Irrigation District,Final,3.318,4.051,6.298,.,13.667,618,49,14,.,681,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.318,4.051,6.298,0.000,13.667,618,49,14,0,681,0.000,0.000,0.000,0.000,0.000
2014,1,CA,14328,Pacific Gas & Electric Co,Final,487.055,259.559,233.782,0.000,980.396,"103,604","4,191","1,111",0,"108,906",.,.,.,.,0.000,0.956,0.571,3.813,0.000,5.340,146,25,34,0,205,.,.,.,.,0.000,0.167,3.831,31.771,0.000,35.769,26,22,81,0,129,.,.,.,.,0.000,488.178,263.961,269.366,0.000,"1,021.505","103,776","4,238","1,226",0,"109,240",0.000,0.000,0.000,0.000,0.000
2014,1,CA,14354,PacifiCorp,Final,0.929,1.248,0.587,0.000,2.764,130,20,7,0,157,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,0.941,1.253,0.587,0.000,2.781,133,22,7,0,162,0.000,0.000,0.000,0.000,0.000
2014,1,CA,14534,City of Pasadena - (CA),Final,1.809,2.915,.,.,4.724,235,20,.,.,255,84.000,18.000,.,.,102.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.809,2.915,0.000,0.000,4.724,235,20,0,0,255,84.000,18.000,0.000,0.000,102.000
2014,1,CA,16534,Sacramento Municipal Util Dist,Final,21.150,28.635,.,.,49.785,"6,148",215,.,.,"6,363",.,.,.,.,0.000,0.002,0.005,.,.,0.007,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.152,28.640,0.000,0.000,49.792,"6,149",216,0,0,"6,365",0.000,0.000,0.000,0.000,0.000
2014,1,CA,16609,San Diego Gas & Electric Co,Final,160.230,61.530,15.670,0.000,237.430,"32,758",784,27,0,"33,569",270.020,123.760,0.000,0.000,393.780,0.070,0.000,0.000,0.000,0.070,25,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0.000,2.130,0.000,0.000,2.130,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000,160.300,63.660,15.670,0.000,239.630,"32,783",786,27,0,"33,596",270.020,123.760,0.000,0.000,393.780
2014,1,CA,17609,Southern California Edison Co,Final,337.095,153.111,137.232,0.000,627.438,"68,874","2,634",414,0,"71,922",.,.,.,.,0.000,2.457,1.554,3.185,0.000,7.196,289,16,8,0,313,.,.,.,.,0.000,0.709,3.757,25.431,0.000,29.897,79,14,39,0,132,.,.,.,.,0.000,340.261,158.422,165.848,0.000,664.531,"69,242","2,664",461,0,"72,367",0.000,0.000,0.000,0.000,0.000
2014,1,CA,17612,Bear Valley Electric Service,Final,0.343,0.000,0.000,0.000,0.343,87,0,0,0,87,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.058,7,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.401,0.000,0.000,0.000,0.401,94,0,0,0,94,0.000,0.000,0.000,0.000,0.000
2014,1,CA,19281,Turlock Irrigation District,Final,2.322,0.184,12.604,.,15.110,365,10,70,.,445,207.160,13.732,"1,062.853",.,"1,283.745",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.322,0.184,12.604,0.000,15.110,365,10,70,0,445,207.160,13.732,"1,062.853",0.000,"1,283.745"
2014,1,CA,99999,State Adjustment,Final,22.024,22.030,2.449,.,46.503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,CO,3989,City of Colorado Springs - (CO),Final,1.187,3.774,0.000,0.000,4.961,266,56,0,0,322,.,.,.,.,0.000,0.002,0.006,0.000,0.000,0.008,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.189,3.780,0.000,0.000,4.969,267,57,0,0,324,0.000,0.000,0.000,0.000,0.000
2014,1,CO,6604,City of Fort Collins - (CO),Final,0.917,0.770,0.180,0.000,1.867,193,42,1,0,236,0.000,3.762,0.000,0.000,3.762,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,1.200,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,0.919,0.770,1.380,0.000,3.069,194,42,3,0,239,0.000,3.762,0.000,0.000,3.762
2014,1,CO,9336,Intermountain Rural Elec Assn,Final,1.019,0.056,0.000,0.000,1.075,203,4,0,0,207,.,.,.,.,0.000,0.046,.,.,.,0.046,17,.,.,.,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.065,0.056,0.000,0.000,1.121,220,4,0,0,224,0.000,0.000,0.000,0.000,0.000
2014,1,CO,12866,Moon Lake Electric Assn Inc,Final,.,0.100,.,.,0.100,.,5,.,.,5,.,0.172,.,.,0.172,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5,0.000,0.172,0.000,0.000,0.172
2014,1,CO,15257,"Poudre Valley R  E  A, Inc",Final,0.600,0.180,0.000,0.000,0.780,120,9,0,0,129,37.848,1.785,0.000,0.000,39.633,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.600,0.180,0.000,0.000,0.780,120,9,0,0,129,37.848,1.785,0.000,0.000,39.633
2014,1,CO,15466,Public Service Co of Colorado,Final,80.783,94.798,0.605,.,176.186,"14,958","1,939",10,.,"16,907",.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,80.783,94.798,0.605,0.000,176.186,"14,958","1,939",10,0,"16,907",0.000,0.000,0.000,0.000,0.000
2014,1,CO,16603,"San Luis Valley R E C, Inc",Final,0.170,0.049,0.030,.,0.249,46,8,2,.,56,.,.,.,.,0.000,0.003,.,.,.,0.003,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.173,0.049,0.030,0.000,0.252,48,8,2,0,58,0.000,0.000,0.000,0.000,0.000
2014,1,CO,19499,"United Power, Inc",Final,0.791,0.175,0.021,0.000,0.987,147,8,1,0,156,.,.,.,.,0.000,0.022,0.012,0.000,0.000,0.034,8,2,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.813,0.187,0.021,0.000,1.021,155,10,1,0,166,0.000,0.000,0.000,0.000,0.000
2014,1,CO,27058,"High West Energy, Inc",Final,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.002,0.000,0.000,0.000,0.002,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2014,1,CO,56146,Black Hills/Colorado Elec.Util,Final,3.215,5.905,0.100,.,9.220,550,182,1,.,733,682.979,302.621,0.000,.,985.600,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.215,5.905,1.900,0.000,11.020,550,182,2,0,734,682.979,302.621,0.000,0.000,985.600
2014,1,CO,99999,State Adjustment,Final,9.772,2.196,0.297,.,12.265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,CT,4176,Connecticut Light & Power Co,Final,23.062,32.290,2.417,0.000,57.769,"3,495",482,11,0,"3,988",0.000,0.000,0.000,0.000,0.000,0.081,0.038,0.000,0.000,0.119,18,6,0,0,24,0.000,0.000,0.000,0.000,0.000,0.105,8.812,3.600,0.000,12.517,13,22,6,0,41,0.000,0.000,0.000,0.000,0.000,23.248,41.140,6.017,0.000,70.405,"3,526",510,17,0,"4,053",0.000,0.000,0.000,0.000,0.000
2014,1,CT,19497,United Illuminating Co,Final,3.529,4.547,1.045,.,9.121,576,48,7,.,631,73.939,17.906,8.280,.,100.125,.,.,0.100,.,0.100,.,.,1,.,1,.,.,4.880,.,4.880,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.529,4.547,1.145,0.000,9.221,576,48,8,0,632,73.939,17.906,13.160,0.000,105.005
2014,1,CT,20038,Town of Wallingford - (CT),Final,0.000,0.263,0.000,0.000,0.263,0,2,0,0,2,0.000,10.336,0.000,0.000,10.336,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.263,0.000,0.000,0.263,0,2,0,0,2,0.000,10.336,0.000,0.000,10.336
2014,1,CT,99999,State Adjustment,Final,0.003,0.053,.,.,0.056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,DC,15270,Potomac Electric Power Co,Final,4.300,3.557,.,.,7.857,"1,085",77,.,.,"1,162",1.034,2.560,.,.,3.594,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.300,3.557,0.000,0.000,7.857,"1,085",77,0,0,"1,162",1.034,2.560,0.000,0.000,3.594
2014,1,DC,99999,State Adjustment,Final,.,.,.,.,0.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,DE,5027,Delmarva Power,Final,6.801,9.682,1.926,0.000,18.409,"1,046",182,7,0,"1,235",16.778,0.616,0.000,0.000,17.394,0.033,0.102,0.000,0.000,0.135,9,6,0,0,15,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,6.834,9.784,1.926,0.000,18.544,"1,055",188,7,0,"1,250",16.778,0.616,0.000,0.000,17.394
2014,1,DE,5070,Delaware Electric Cooperative,Final,1.838,1.718,.,.,3.556,317,27,.,.,344,.,.,.,.,0.000,0.029,0.005,.,.,0.034,12,1,.,.,13,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.867,1.723,0.000,0.000,3.590,329,28,0,0,357,0.000,0.000,0.000,0.000,0.000
2014,1,DE,5335,City of Dover - (DE),Final,0.047,0.062,0.000,0.000,0.109,19,18,0,0,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.047,0.062,0.000,0.000,0.109,19,18,0,0,37,0.000,0.000,0.000,0.000,0.000
2014,1,DE,13519,City of Newark - (DE),Final,0.046,0.000,0.073,.,0.119,45,0,6,.,51,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.046,0.000,0.073,0.000,0.119,45,0,6,0,51,0.000,0.000,0.000,0.000,0.000
2014,1,DE,99999,State Adjustment,Final,0.019,0.414,.,.,0.433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,1,FL,6452,Florida Power & Light Co,Final,10.684,12.927,.,.,23.611,"2,079",574,.,.,"2,653",0.340,0.000,.,.,0.340,0.013,0.016,.,.,0.029,5,5,.,.,10,0.000,0.000,.,.,0.000,0.000,0.750,.,.,0.750,0,1,.,.,1,0.000,0.000,.,.,0.000,10.697,13.693,0.000,0.000,24.390,"2,084",580,0,0,"2,664",0.340,0.000,0.000,0.000,0.340
2014,1,FL,6455,"Duke Energy Florida, Inc",Final,6.619,6.641,0.284,0.000,13.544,"1,296",244,4,0,"1,544",312.322,153.669,10.121,0.000,476.112,0.003,0.002,.,.,0.005,2,1,.,.,3,0.008,0.000,.,.,0.008,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.622,6.643,0.284,0.000,13.549,"1,298",245,4,0,"1,547",312.330,153.669,10.121,0.000,476.120
2014,1,FL,6457,Florida Public Utilities Co,Final,0.243,0.000,0.000,0.000,0.243,52,0,0,0,52,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.243,0.000,0.000,0.000,0.243,52,0,0,0,52,0.000,0.000,0.000,0.000,0.000
2014,1,FL,7801,Gulf Power Co,Final,1.081,0.201,0.000,0.000,1.282,224,101,0,0,325,40.537,4.881,.,.,45.418,0.005,0.022,0.000,0.000,0.027,2,9,0,0,11,0.009,0.096,.,.,0.105,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.086,0.223,0.000,0.000,1.309,226,110,0,0,336,40.546,4.977,0.000,0.000,45.523
2014,1,FL,9617,JEA,Final,0.165,0.445,0.000,0.000,0.610,120,21,0,0,141,19.748,9.345,0.000,0.000,29.093,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.165,0.445,0.000,0.000,0.610,120,21,0,0,141,19.748,9.345,0.000,0.000,29.093
