Utility Level Data - States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility Characteristics,,,,,,Photovoltaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wind,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,All Technologies,,,,,,,,,,,,,,
,,,,,,Capacity MW,,,,,,Customers,,,,,Storage Capacity (MW),,,,,Storage Customers,,,,,Virtual Capacity (MW),,,,,Virtual Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,,Capacity MW,,,,,Customers,,,,,Energy Sold Back MWh,,,,
2017,1,AR,814,Entergy Arkansas Inc,Final,,0.900,0.430,.,.,1.330,165,28,.,.,193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.058,.,.,0.060,1,4,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.902,0.488,NM,0.000,1.390,166,32,0,0,198,0.000,0.000,0.000,0.000,0.000
2017,1,AR,817,Arkansas Valley Elec Coop Corp,Final,,0.172,0.017,.,.,0.189,32,1,.,.,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,.,.,0.000,0.006,.,.,.,0.006,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.178,0.017,NM,0.000,0.195,33,1,0,0,34,0.000,0.000,0.000,0.000,0.000
2017,1,AR,3093,Carroll Electric Coop Corp - (AR),Final,,0.805,.,.,.,0.805,132,.,.,.,132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.016,.,.,.,0.016,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.821,NM,NM,0.000,0.821,135,0,0,0,135,0.000,0.000,0.000,0.000,0.000
2017,1,AR,5860,Empire District Electric Co,Final,,0.016,.,.,.,0.016,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.016,NM,NM,0.000,0.016,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,1,AR,6342,First Electric Coop Corp,Final,,0.334,.,.,.,0.334,55,.,.,.,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,0.000,0.010,.,.,.,0.010,1,.,.,.,1,0.000,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.344,NM,NM,0.000,0.344,56,0,0,0,56,0.000,0.000,0.000,0.000,0.000
2017,1,AR,13718,City of North Little Rock - (AR),Final,,0.050,1.200,.,.,1.250,3,5,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,1.200,NM,0.000,1.250,3,5,0,0,8,0.000,0.000,0.000,0.000,0.000
2017,1,AR,14063,Oklahoma Gas & Electric Co,Final,,0.069,0.037,0.000,0.000,0.106,14,4,0,0,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,0.001,0.000,0.000,0.005,1,1,0,0,2,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,0.073,0.038,NM,0.000,0.111,15,5,0,0,20,0.000,0.000,0.000,0.000,0.000
2017,1,AR,17698,Southwestern Electric Power Co,Final,,0.069,0.598,0.000,0.000,0.667,22,15,0,0,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.621,9.518,0.000,0.000,11.139,0.000,0.005,0.000,0.000,0.005,0,2,0,0,2,0.000,0.005,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.069,0.603,NM,0.000,0.672,22,17,0,0,39,1.621,9.523,0.000,0.000,11.144
2017,1,AR,99999,State Adjustment,Final,AC,NM,0.068,NM,.,0.978,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,NM,0.068,NM,.,0.978,.,.,.,.,.,.,.,.,.,.
2017,1,AZ,176,Ajo Improvement Co,Final,,.,0.033,.,.,0.033,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.489,.,.,0.489,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,0.033,NM,0.000,0.033,0,3,0,0,3,0.000,0.489,0.000,0.000,0.489
2017,1,AZ,803,Arizona Public Service Co,Final,,358.510,209.080,.,.,567.590,"56,516","1,237",.,.,"57,753",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.050,0.110,.,.,0.160,25,11,.,.,36,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,358.560,209.190,NM,0.000,567.750,"56,541","1,248",0,0,"57,789",0.000,0.000,0.000,0.000,0.000
2017,1,AZ,12919,Morenci Water and Electric,Final,,.,0.033,.,.,0.033,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.731,.,.,0.731,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,0.033,NM,0.000,0.033,0,3,0,0,3,0.000,0.731,0.000,0.000,0.731
2017,1,AZ,16572,Salt River Project,Final,,104.422,18.685,2.931,.,126.038,"15,796",323,48,.,"16,167",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,335.200,10.000,.,345.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,104.422,18.685,2.931,0.000,126.038,"15,796",323,48,0,"16,167",0.000,335.200,10.000,0.000,345.200
2017,1,AZ,19189,Trico Electric Cooperative Inc,Final,,11.480,8.540,.,.,20.020,"1,639",37,.,.,"1,676",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,642.158,654.945,.,.,"1,297.103",0.002,.,.,.,0.002,1,.,.,.,1,0.062,.,.,.,0.062,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.482,8.540,NM,0.000,20.022,"1,640",37,0,0,"1,677",642.220,654.945,0.000,0.000,"1,297.165"
2017,1,AZ,19728,"UNS Electric, Inc",Final,,18.807,7.202,0.583,0.000,26.592,"2,196",129,7,0,"2,332",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,950.584,205.226,13.279,0.000,"1,169.089",0.296,0.006,0.000,0.000,0.302,99,3,0,0,102,14.973,0.130,0.000,0.000,15.103,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,19.103,7.208,0.583,0.000,26.894,"2,295",132,7,0,"2,434",965.557,205.356,13.279,0.000,"1,184.192"
2017,1,AZ,21538,"Mohave Electric Cooperative, I",Final,,4.400,1.705,.,.,6.105,501,71,.,.,572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,117.760,24.239,.,.,141.999,0.055,.,.,.,0.055,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.455,1.705,NM,0.000,6.160,526,71,0,0,597,117.760,24.239,0.000,0.000,141.999
2017,1,AZ,24211,Tucson Electric Power Co,Final,,95.840,95.830,0.000,0.000,191.670,"13,938",483,0,0,"14,421",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,021.749","2,745.332",0.000,0.000,"7,767.081",0.000,0.010,0.024,0.000,0.034,0,1,1,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,95.840,95.840,0.024,0.000,191.704,"13,938",484,1,0,"14,423","5,021.749","2,745.332",0.000,0.000,"7,767.081"
2017,1,AZ,99999,State Adjustment,Final,AC,10.802,4.014,.,.,14.816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.802,4.014,.,.,14.816,.,.,.,.,.,.,.,.,.,.
2017,1,CA,9216,Imperial Irrigation District,Final,,24.775,24.900,.,.,49.675,"4,196",162,.,.,"4,358",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,24.777,27.030,NM,0.000,51.807,"4,197",167,0,0,"4,364",0.000,0.000,0.000,0.000,0.000
2017,1,CA,11208,Los Angeles Department of Water & Power,Final,,131.162,70.225,.,.,201.387,"27,019",976,.,.,"27,995",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"5,765.080",917.081,.,.,"6,682.161",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,131.162,70.225,NM,0.000,201.387,"27,019",976,0,0,"27,995","5,765.080",917.081,0.000,0.000,"6,682.161"
2017,1,CA,12745,Modesto Irrigation District,Final,,21.120,8.184,7.185,0.000,36.489,"3,757",100,40,0,"3,897",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,21.120,8.184,7.185,0.000,36.489,"3,757",100,40,0,"3,897",0.000,0.000,0.000,0.000,0.000
2017,1,CA,14328,Pacific Gas & Electric Co.,Final,,"1,434.150",480.740,465.520,0.000,"2,380.410","274,251","7,038","1,990",0,"283,279",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.920,0.630,8.940,0.000,10.490,148,33,38,0,219,.,.,.,.,0.000,1.450,7.230,77.570,0.000,86.250,157,42,191,0,390,.,.,.,.,0.000,"1,436.520",488.600,552.030,0.000,"2,477.150","274,556","7,113","2,219",0,"283,888",0.000,0.000,0.000,0.000,0.000
2017,1,CA,14354,PacifiCorp,Final,,1.993,1.865,0.895,0.000,4.753,268,30,10,0,308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,2.005,1.870,0.895,0.000,4.770,271,32,10,0,313,0.000,0.000,0.000,0.000,0.000
2017,1,CA,14534,City of Pasadena - (CA),Final,,4.266,3.847,.,.,8.113,"1,014",49,.,.,"1,063",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,130.000,30.000,.,.,160.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.266,3.847,NM,0.000,8.113,"1,014",49,0,0,"1,063",130.000,30.000,0.000,0.000,160.000
2017,1,CA,16534,Sacramento Municipal Util Dist,Final,,69.072,28.710,14.349,.,112.131,"16,276",347,40,.,"16,663",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,.,0.005,.,0.007,1,.,1,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,69.074,28.710,14.354,0.000,112.138,"16,277",347,41,0,"16,665",0.000,0.000,0.000,0.000,0.000
2017,1,CA,16609,San Diego Gas & Electric Co,Final,AC,539.780,100.680,44.690,0.000,685.150,"103,955","2,250",59,0,"106,264",0.670,0.970,.,.,1.640,127,16,.,.,143,7.270,1.470,1.190,.,9.930,269,23,2,.,294,0.310,0.890,0.000,0.000,1.200,0.120,0.020,1.000,0.000,1.140,37,4,1,0,42,0.000,0.000,0.000,0.000,0.000,0.030,9.450,6.700,0.000,16.180,3,39,9,0,51,0.000,0.000,0.000,0.000,0.000,547.200,111.620,53.580,0.000,712.400,"104,264","2,316",71,0,"106,651",0.310,0.890,0.000,0.000,1.200
2017,1,CA,16655,City of Santa Clara - (CA),Final,,0.580,0.411,0.000,0.000,0.991,164,4,0,0,168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.580,0.411,NM,0.000,0.991,164,4,0,0,168,0.000,0.000,0.000,0.000,0.000
2017,1,CA,17609,Southern California Edison Co,Final,,"1,095.820",348.679,221.676,.,"1,666.175","208,676","4,480",487,.,"213,643",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,2.191,1.079,3.160,.,6.430,262,16,7,.,285,.,.,.,.,0.000,0.831,20.689,33.299,.,54.819,83,83,49,.,215,.,.,.,.,0.000,"1,098.842",370.447,258.135,0.000,"1,727.424","209,021","4,579",543,0,"214,143",0.000,0.000,0.000,0.000,0.000
2017,1,CA,17612,Bear Valley Electric Service,Final,,1.607,1.285,0.000,0.000,2.892,370,16,0,0,386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.048,0.010,0.000,0.000,0.058,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.655,1.295,NM,0.000,2.950,376,17,0,0,393,0.000,0.000,0.000,0.000,0.000
2017,1,CA,19281,Turlock Irrigation District,Final,,8.780,0.748,20.641,.,30.169,"1,354",34,108,.,"1,496",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.780,0.748,20.641,0.000,30.169,"1,354",34,108,0,"1,496",0.000,0.000,0.000,0.000,0.000
2017,1,CA,99999,State Adjustment,Final,AC,58.689,45.992,2.514,.,107.195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58.689,45.992,2.514,.,107.195,.,.,.,.,.,.,.,.,.,.
2017,1,CO,3989,City of Colorado Springs - (CO),Final,,2.520,4.640,.,.,7.160,540,72,.,.,612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.006,.,.,0.008,1,1,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.522,4.646,NM,0.000,7.168,541,73,0,0,614,0.000,0.000,0.000,0.000,0.000
2017,1,CO,6604,City of Fort Collins - (CO),Final,,3.377,0.962,0.180,0.000,4.519,651,55,1,0,707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.200,0.000,1.200,0,0,2,0,2,0.000,0.000,0.000,0.000,0.000,3.378,0.962,1.380,0.000,5.720,652,55,3,0,710,0.000,0.000,0.000,0.000,0.000
2017,1,CO,9336,Intermountain Rural Elec Assn,Final,,8.486,0.056,0.000,0.000,8.542,"1,401",4,0,0,"1,405",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.046,0.000,0.000,0.000,0.046,17,0,0,0,17,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.532,0.056,NM,0.000,8.588,"1,418",4,0,0,"1,422",0.000,0.000,0.000,0.000,0.000
2017,1,CO,12866,Moon Lake Electric Assn Inc,Final,,0.000,0.100,0.000,0.000,0.100,0,5,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.073,0.000,0.000,0.073,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,NM,0.100,NM,0.000,0.100,0,5,0,0,5,0.000,0.073,0.000,0.000,0.073
2017,1,CO,15257,"Poudre Valley REA, Inc",Final,,2.270,0.153,0.032,0.000,2.455,331,15,2,0,348,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,211.895,14.267,2.738,0.000,228.900,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.270,0.153,0.032,0.000,2.455,331,15,2,0,348,211.895,14.267,2.738,0.000,228.900
2017,1,CO,15466,Public Service Co of Colorado,Final,,154.018,115.281,0.639,0.000,269.938,"27,681","2,219",13,0,"29,913",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,154.018,115.281,0.639,0.000,269.938,"27,681","2,219",13,0,"29,913",0.000,0.000,0.000,0.000,0.000
2017,1,CO,16603,"San Luis Valley R E C, Inc",Final,,0.270,0.096,0.030,.,0.396,65,10,2,.,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.003,.,.,.,0.003,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.273,0.096,0.030,0.000,0.399,67,10,2,0,79,0.000,0.000,0.000,0.000,0.000
2017,1,CO,19499,"United Power, Inc",Final,,9.997,0.389,0.021,0.000,10.407,"1,650",13,1,0,"1,664",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.022,0.012,0.000,0.000,0.034,8,2,0,0,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,10.019,0.401,0.021,0.000,10.441,"1,658",15,1,0,"1,674",0.000,0.000,0.000,0.000,0.000
2017,1,CO,27058,"High West Energy, Inc",Final,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.004,NM,NM,0.000,0.004,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000
2017,1,CO,56146,Black Hills/Colorado Elec.Util,Final,,5.849,6.006,0.100,0.000,11.955,806,198,1,0,"1,005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,1.800,.,1.800,.,.,1,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.849,6.006,1.900,0.000,13.755,806,198,2,0,"1,006",0.000,0.000,0.000,0.000,0.000
2017,1,CO,99999,State Adjustment,Final,AC,20.068,4.050,NM,.,24.261,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20.068,4.050,NM,.,24.261,.,.,.,.,.,.,.,.,.,.
2017,1,CT,4176,Connecticut Light & Power Co,Final,,126.552,78.934,10.996,0.000,216.482,"18,370",881,36,0,"19,287",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.091,0.035,0.000,0.000,0.126,19,6,0,0,25,0.000,0.000,0.000,0.000,0.000,0.128,16.937,5.225,0.000,22.290,16,39,9,0,64,0.000,0.000,0.000,0.000,0.000,126.771,95.906,16.221,0.000,238.898,"18,405",926,45,0,"19,376",0.000,0.000,0.000,0.000,0.000
2017,1,CT,7716,Groton Dept of Utilities - (CT),Final,,4.064,0.042,.,.,4.106,799,3,.,.,802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74.523,0.437,.,.,74.960,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.064,0.042,NM,0.000,4.106,799,3,0,0,802,74.523,0.437,0.000,0.000,74.960
